0,1,2,3,4,5,6,7,8,9
C17orf62,ADAL,SOX13,RP11-141B14.1,YPEL3,CDC37,RHBDD3,GIT2,YES1,RP11-488C13.5
NOG,PARS2,LGALSL,PDZD4,AGPAT1,LSM14B,TMEM222,GNPAT,IFI35,SETX
DENND6A,SHPK-1,PLCL1,COL6A2,ATP8B3,C16orf58,ARF4,CPSF3L,VPS25,ABHD13
SCFD1,FSTL1,DNAJC27,CTD-2006K23.1,TGFB1I1,OARD1,STAMBP,COLGALT1,TUBG2,PMF1
C1QC,CD274,DMTN,CD93,CD274,SLC2A13,UBE2D2,POLR3E,MLX,ZNF468
DNAJC27,RP11-219B17.1,ENKUR,ATAD3C,SHPK-1,RCE1,PLEKHA3,SURF6,RP11-400F19.6,FAM212A
RP11-378J18.3,TEX2,GDF11,ELANE,PARS2,SPSB2,ELP6,MESDC2,NKIRAS2,IDI1
CCDC115,ZNF653,SPTSSB,S100P,IL1RAP,SPEN,PLAGL2,DENND5B,RNF181,CCDC174
ZBTB41,NT5M,HIST1H1B,SYCE1,TRIT1,SLC19A1,SETD5,VIPR1,IGFBP4,IL6
NEMF,NBR1,RP11-390B4.5,CTTN,GALK1,SLC12A4,ARL2,CTB-113I20.2,MAL,CTC-444N24.11
TCF12,ISCA2,C19orf33,TMEM40,HAGH,FEM1B,SNX3,RFC5,TGFBRAP1,BLNK
MTIF3,MRS2,SPIRE2,CLDN5,MNAT1,SREBF1,CLPX,SSBP3,MLLT6,TAF1D
HENMT1,ABCB1,SAMD14,HIST1H1B,RBCK1,TMTC2,WDR44,TMEM189,TADA2A,SLC25A14
STX4,SMCHD1,CCL2,FCAR,COMMD10,CCDC22,MMP9,SNX10,AATF,PI4KB
PLRG1,SNHG7,RP11-219B17.1,YES1,ABHD12,SMYD4,RP11-390B4.5,PHF5A,CCL4,CCDC91
ANKRD27,TCF12,IGFBP4,CTD-2015H6.3,NONO,PRRG2,ZNF436,CORO7,RP11-141B14.1,RP11-421L21.3
ZCCHC11,PRRG2,ZNF799,SAMD14,RP11-70P17.1,MRPL43,LINC00494,RBBP6,CCL2,NBR1
MAP2K7,BANP,RPS6KL1,SDPR,STK11IP,FAM173A,TTC30A,WNK1,R3HDM1,YEATS2
UIMC1,ZNF195,BIRC5,C1QC,GRSF1,PPIF,ANKS1B,NRGN,NF1,IDH1
ZNF747,CLNS1A,RP11-164H13.1,LYPD2,ARSG,USP19,BGLAP,IL4I1,METTL8,COMMD8
TMEM242,VPS13A,FCAR,CTD-2537I9.12,C14orf166,PSMC6,MED7,ADD1,STAMBP,RABIF
CHD7,SPG7,LINC00494,RP11-314N13.3,NPHP3,URB2,SMYD4,ZBTB10,SNRNP27,SNX14
CRTC2,RP5-827C21.4,MACROD2,RSPH9,PLEKHB2,IL24,GMPPA,PNPLA8,OSBPL7,ENTPD3-AS1
SPRTN,DLST,UBE2C,PLA2G7,CRTC2,YIPF5,OSBPL7,PLAGL2,CTD-2006K23.1,VPS26B
ZNF276,ARL2,RP11-950C14.3,SOX13,XPNPEP1,DPY30,KIAA1429,RIOK2,TMEM18,PLAGL2
SMARCC2,SH2D1A,RP11-430B1.2,CXCL2,PDZD4,TAOK3,DIDO1,SUV420H2,TSSC1,GGA3
ST7L,SRM,YES1,DLEU7,GOT2,RP11-66N24.3,TOP2B,PF4,TRAPPC12-AS1,RP13-270P17.3
TFAM,MARCH6,CLDN5,RETN,CXXC1,THUMPD3,PRDX3,SAMD4B,USP36,C17orf59
KLRB1,PCSK7,ELANE,TMEM62,USP20,MTERFD1,HIST1H2AC,HMGCL,BIRC5,TMEM62
PDZD4,RAB21,TBXA2R,KCNE1,ARL2,GOLGA1,TADA2A,ZMAT5,DDX1,IL23A
RP11-798G7.6,AC005082.12,RP11-314N13.3,SNCA,RNASEH2B,TMX2,RPS6KL1,C15orf57,DNAJC27,HLA-DQB1
PHF5A,ZFX,CTD-2302E22.4,PALLD,RNF25,LDOC1L,HEMK1,DYNLT1,NAT9,STK11IP
RP11-66N24.3,SREBF1,RP4-800J21.3,CYP27A1,HELQ,RNF187,MGA,RNF113A,ARSG,LIX1L
RPL22L1,GOLGB1,COL6A2,PROK2,CA2,HLA-DQB1,RP4-612B15.3,PDCD2L,MTIF2,ARMC7
SETD5,DEDD,ITGB3,KIF3C,BRWD1,FAAH,TMEM234,RETN,NOL11,GOLGA1
CUL4B,EDC3,CEP128,CCL2,MTCH2,TBPL1,TOR1A,PRKCB,AP4S1,RIC3
GPS1,LRCH4,ARHGAP11A,RP11-66N24.3,MRPS23,TMEM234,CNEP1R1,SMIM7,KIF3C,STX18
SLC39A1,EMG1,TNFRSF13C,ANKRD9,C1GALT1C1,MTIF2,MICU1,MYCBP2,CYB561,RELB
CRLS1,PPIG,AL928768.3,RP4-781K5.2,STAU1,ZFAND4,TMEM177,FH,INTS2,NCOR2
TAF10,YTHDF2,MARCKSL1,NCR1,SLC2A13,PF4,MIS18BP1,ACD,MPV17,CNEP1R1
ZNF626,FEM1B,RP5-894A10.2,ACPP,ZNF836,STUB1,RP11-139H15.1,TSPAN33,MRPS23,RCL1
KRBOX4,C7orf26,TMEM80,PRRG4,LAIR1,JAGN1,CASC7,NUDT16L1,FOSL2,FAM210B
INIP,ZNF263,TIMMDC1,SLC22A18AS,TRAPPC3,GLYCTK,RBM7,DNAJC10,ZNF559,ZCCHC10
ZNF121,RP11-70P17.1,AAGAB,SH3BGRL2,EWSR1,ISOC1,F11R,MKKS,CRTC2,MDS2
FEM1A,SMARCD1,C1orf50,ATP8B3,IGFBP4,TAF12,RP1-28O10.1,LMAN2,MLTK,MTIF2
TMEM9B,TARSL2,POLR2E,ITGB3,CASP4,SRP72,FAM120A,PXMP4,PPP1R8,SETD5
KIAA1429,CTNND1,PHF3,NT5M,SND1,AKAP8,NT5M,ALG5,TTC28,SF3B1
SNRNP35,USP5,TMEM62,C6orf25,RP11-142C4.6,TDRP,ARHGAP19,HDGF,SNHG12,ZFX
ATXN3,POLR2K,BGLAP,RP11-87C12.2,CNEP1R1,IL4I1,DRAXIN,RUNDC1,CECR5,ANAPC13
ZNF45,SETD5,SMIM5,GID8,TSC22D1,PLAGL1,LINC00886,MVD,CTD-2368P22.1,DAGLB
CNIH4,CWC15,ARVCF,ZNF836,SNW1,NUDCD1,CAMK2N1,RGL2,ZNF256,NOC4L
HBP1,KCTD10,PBLD,TPM2,RGS1,TREML1,LDOC1L,ANKRD27,ZNF587B,GPKOW
RP11-178G16.4,RPN2,CTD-2537I9.12,KLF11,AC004257.3,NRGN,TMEM251,DNAJC2,PUM1,SAMSN1
NFIC,DTX3,ZNF587B,NAPA-AS1,PUM1,EIF1AY,ATP6V1C1,ARSD,TMEM234,UBAC2
ZNF493,RP11-66N24.3,ST7L,NSMAF,GPATCH4,C6orf25,TIMM17A,TOP1MT,CTD-2537I9.12,RELT
NFKBIL1,RP11-142C4.6,NCOA4,ADPRM,INIP,SRSF6,STOML2,BBC3,SUV420H2,LTV1
SLC20A2,RBM5,AC092295.7,SLC4A7,UBE2C,USP38,MKLN1,CD93,NCR1,CCDC115
B4GALT4,THAP2,ATP5SL,FBXO25,SHOC2,MAP3K7,NKIRAS2,DGKZ,FCAR,CLNS1A
ARPC4,AC004257.3,IL6,RP11-385F7.1,MRPS18A,ARF4,FAM173A,SRSF6,SMIM12,GLYCTK
MGA,ATF7IP2,TANGO6,THBS1,ADAL,AC147651.3,ACAP1,COMMD10,LAIR1,CHD2
JAGN1,CTNNB1,RAB7A,WBP2NL,TMEM104,CR1,TRIM14,DNMT3A,LILRA4,ATF7IP2
ZNF567,TPM2,STRA13,RP11-950C14.3,SPATA6,LRIG2,OBSCN,TCTA,MBOAT7,C3orf38
RCL1,C4orf3,ILF3,CTD-2368P22.1,PLCL1,C18orf21,PRDM2,VPS28,MYADM,EAF2
N4BP2L1,MMD,TYW5,NOP58,CTD-2368P22.1,MKLN1,NDUFB10,KIAA1429,ZNF528,LUC7L3
RP11-367G6.3,UBE2C,BANP,EAPP,RP11-950C14.3,LSM14A,PHF14,C1orf50,ZNF175,TUBB1
CDC42BPB,KLF13,ZNF330,TCP1,CTB-152G17.6,HCFC2,C5orf15,ATP6V0E1,RHBDD3,GNS
ZCCHC10,PLAGL1,CHPF2,EHMT2,RFPL2,C2orf76,C12orf45,CCDC12,MDS2,CTC-378H22.1
BCDIN3D,CRTC2,STK11IP,MRM1,C1orf198,RFC2,LTV1,LRRC59,MLLT11,AGPAT1
PDK2,RP1-315G1.3,RHBDD3,CPSF3L,FIZ1,ETHE1,BIRC5,TMEM199,ZNF436,MGA
RAD23A,RP11-385F7.1,POLR3K,ADIPOR2,RMND5A,TNRC18,METTL8,ZNF263,S100B,ST20
UQCC1,RFPL2,STAU1,DCAF8,SPIN1,ASGR1,THUMPD3,MANBA,COL6A2,ADAM10
BAZ2A,EML6,C9orf3,CNEP1R1,TMEM102,FBXO25,DUSP10,DUSP10,ATAD3C,CAT
RP11-532F6.3,CTB-152G17.6,RNF25,AAR2,ILF3,PLA2G7,TGOLN2,EID2,SIK1,RNF125
SAFB2,WBP2NL,LAMP2,TRIP11,HIST1H1B,CTD-2302E22.4,DDX46,SLC25A11,BACE2,ALKBH7
RASD1,DPH6,CPNE5,TAOK2,XXbac-BPG299F13.17,SYP,FNTA,ZSWIM6,DSCR3,DENND2D
TKTL1,CCT7,VPS26B,GYS1,NCKAP1L,TMEM205,FLJ00104,SLC20A2,TTC3,MTERFD1
SAMD3,TSSC1,C2orf76,MRS2,SNHG12,NPRL2,MFF,PHF12,KCNE1,BTN3A1
NPRL2,GGNBP2,QRICH1,PICALM,CD48,SLC35A1,RABL2A,SIRT1,RER1,RIOK2
CES4A,ZBTB10,RASD1,OAS1,ERV3-1,TRIM16L,UBE2C,NFAT5,TNFRSF9,VPS13A
YEATS2,CDK16,TADA2A,HMBOX1,C8orf44,SENCR,DNASE1L3,GALT,FLJ27365,ACAP1
CELF1,PIGU,LRCH4,C17orf62,TTC1,TTC8,TANGO6,DUS3L,PRR5,AC113189.5
FH,RMDN3,CDC42BPB,SPEN,EXOC6,SURF6,CTB-152G17.6,SPATA6,LDOC1L,PCYT1A
PRDX4,INTS12,STAMBP,DNAJC7,MPHOSPH10,RBM5,RP11-385F7.1,NABP1,DRAXIN,TMED5
FERMT3,HIST1H1B,ARMCX5,PGM2L1,OTUB1,CLIP1,FIZ1,CHD2,WBP2NL,KDM3B
GMPPA,PDXDC1,CEP164,TTC1,KIAA0196,UBAP2,RP1-315G1.3,TRIM16L,TNFRSF13C,CPNE2
MESDC2,CMTM5,KCTD10,SNX14,PLEKHJ1,KLF13,POLDIP2,C3orf38,SPEN,SLC25A12
RP11-400F19.6,ICAM2,PRRG2,SETD5,ATP6V1D,NME6,OAS1,WDR44,APOBEC3G,C15orf57
ZNF587B,CCDC174,C8orf44,CGRRF1,MARCH6,SETD1B,BBX,NEMF,C1QC,RNF7
TTC30A,FOPNL,GINM1,TTPAL,RP11-727F15.9,PDK2,BBS2,DHX8,SPIB,HMG20A
ANKS1B,MPC2,SIRT6,ARL2BP,MAP3K7,SLC27A1,PYGO2,OSCAR,FAAH,RPUSD4
TRAPPC3,EIF1AY,SDCCAG8,RGS1,ATAD3C,ANAPC4,ADAM10,SETX,TRPM4,PTPN7
HEMK1,SLC48A1,XPNPEP1,AL590452.1,TRMT61A,PDXDC1,SIRT1,ACAT2,GYS1,GALK1
ZNF256,GP1BA,PLA2G4C,PKN2,MBNL1-AS1,CTD-2537I9.12,ATP5A1,PIGF,NR2C2AP,GAS2L1
AKAP8,GNPAT,SELPLG,PCSK7,CORO7,LGALSL,BLM,TGOLN2,DENND2D,ANTXR2
ZCCHC9,HEXIM2,RP1-28O10.1,TBPL1,TSSC1,TTC30A,SDAD1,ATG4C,CHI3L2,ORAI1
CAMK2G,ATXN3,NECAB3,MLEC,ATP5A1,RP11-219B4.7,CDC40,MVB12A,LRIG2,CMTM7
SLC6A6,SENP2,KDM3B,C19orf33,BABAM1,PDZK1IP1,SRP72,COQ7,AP4B1-AS1,SAMD9L
GOLGA1,DGKZ,CHERP,NSA2,AKAP8,RIN2,COLGALT1,SAMD1,SLC27A1,ZNF561
ADNP,DENND1C,ECHS1,FN3KRP,PIGU,PRPF31,RFNG,USP5,MVB12A,SENP2
PGM1,HDAC5,CXCR1,RP11-468E2.4,NCR1,USP36,EXOSC8,TUBB1,BABAM1,TNFRSF13C
FBXW4,GPKOW,LINC00886,XRRA1,ASB8,ALG5,ATAD3C,DESI1,SMIM7,MADD
PIGL,SMARCC2,PARS2,HMGXB4,FBXL14,C7orf26,RUNDC1,ZNF276,CHERP,MRE11A
HAGH,SLC27A1,FSTL1,WDR45,SPSB2,PACS1,SPEN,YIPF3,RP5-1073O3.7,EFCAB14
TOMM40,OCIAD1,TGFB1I1,SF3B1,SDAD1,IFT20,SIN3A,MYOM2,WARS2,SMIM12
ISY1,MLLT6,AP4B1-AS1,ASXL2,OARD1,CDC40,KPNA1,LONRF1,ZNF333,CD247
ECHS1,INIP,ARHGAP19,ADAL,EOGT,DUSP10,YIPF5,ABI2,IL27RA,METTL8
AHSA1,CASC7,CTD-2015H6.3,SNX20,NDUFA2,COMMD4,DHRS4,IL16,CD160,ZUFSP
SARS,TBC1D23,ZNF653,PHACTR4,RAB8B,STRA13,GIMAP2,PELI1,ZNF799,LAMTOR5
ANKAR,WDR37,SNX17,YPEL2,PDK2,DHX8,SH3BGRL2,C4orf33,ECSIT,PXMP4
C3orf18,C16orf13,ALKBH4,CEP85L,WIBG,PPA2,INSL3,CCNG1,ZNF653,BAZ2A
EGFL7,FNTA,IL4I1,PGM2,POMT1,ISY1,ZNF841,MLLT10,SMARCA4,TNFRSF1A
C18orf21,RNF113A,GOT2,ECHS1,AGO4,MRPS12,PHF12,MBNL1-AS1,ZNF682,XXbac-BPG299F13.17
PPP2R1B,ZNF350,ANAPC13,ZNF841,ACTL6A,FANCI,FASTKD1,ZNF232,LINC00662,ATP6V1C1
RP11-139H15.1,ARHGAP18,KIF3C,RP11-178G16.4,AC093323.3,FAM98A,DYNLL2,BTN3A1,HENMT1,RNF113A
DUSP10,PILRB,EARS2,SLC19A1,CSRP1,RPS19BP1,EXOC6,GOLGA1,CEACAM4,KIAA1429
RPS6KL1,C19orf33,NKAP,C18orf21,SMARCD1,IFI27,PMF1,TMEM80,SPATA6,FLOT1
SIRT1,TREML2,ADSL,ZNF32,TCP1,CCDC94,LRBA,WDR91,ZCCHC11,GPR56
ANKRD54,SLC35A1,MRPS23,MVD,PPA2,CD93,USP36,UBE2D2,DHX34,NDUFAF4
KIAA0196,VMAC,ZNF615,FEM1B,ARPP19,HBP1,FAM32A,PHF3,C5AR2,SETD1B
AAGAB,LBR,ERI3,HMGCL,RPL22L1,INTS2,ZCCHC11,SHOC2,PRKD2,SPIB
LRBA,TMEM102,WIBG,TOR1A,RP11-138A9.2,TMEM242,TGFBRAP1,TMCO1,LRRIQ3,STUB1
ATPAF1,MAEA,BAZ2A,KLHL6,LRIG2,RBPJ,ARL16,FCGR1A,CTC-378H22.1,ATG7
SNRPB,SLC25A12,STUB1,PBRM1,UBAC2,ADIPOR2,GRSF1,SMARCD3,USP33,SCAPER
SREBF1,ZNF232,CWC15,PLEKHJ1,NT5C,ZRANB3,PEMT,ANKHD1,ATP5SL,PDE6B
FEM1B,TBC1D15,HELQ,C10orf32,PPP1R8,CLPX,STX18,TGFBRAP1,LRRC8C,RNF181
TBCK,RP11-554J4.1,BLCAP,RFC5,SENP2,IDI1,ADAL,MRPL42,EID2,GIMAP4
FBXO33,SNRNP35,KLC4,EMG1,SAAL1,HNRNPM,C4orf3,ILF3-AS1,CAPN12,ARSG
CDC37,MED28,FAM96A,EXOC6,RP11-111M22.3,SUCLG2,KIFC3,QRICH1,PRKACB,MLX
GLB1,SRSF6,C16orf52,IFFO1,PIGF,PRR5L,ATP6V0E2,MRPS23,ZNF567,USP33
SRSF6,SAAL1,PPIL4,GSTZ1,ACAT2,ATP8B3,CAPZA2,LARS,AC074138.3,C9orf37
TAL1,RWDD4,HEMK1,YTHDF2,HNRNPH3,CTTN,CYTH2,CHPF2,RP4-612B15.3,ABHD5
SYTL4,MRPS23,DTYMK,PYGO2,TTC28,PRICKLE1,SERAC1,GZMB,POLR2I,GIMAP2
VAMP5,REXO2,MTIF2,GTF2B,INSL3,PARS2,C9orf37,RP11-349A22.5,GBP4,CYTH2
PFDN2,PRDM2,SIN3A,PEX26,AP003419.16,BRWD1,SPIRE2,JAGN1,NEK8,MRPL21
PMEPA1,TNRC18,OLA1,EIF2S1,MYCBP2,NME3,DISP1,MACROD2,TEX2,DGKZ
PRAF2,ZNF528,SPARC,NCOR2,ABI2,PNRC1,GDF11,PDZD11,IFT20,CDK16
TMEM140,MT-ATP6,PDK2,LSM14A,LIN52,HBEGF,ERI3,ATP5SL,RP11-219B17.1,BANP
AAR2,ZNF841,LDOC1L,NARG2,GID8,HOMER2,UQCC1,SCAI,PDIA5,CLYBL
SAMM50,TCL1B,KLHL24,NKIRAS2,GOLT1B,ECSIT,NAPA-AS1,NUDCD1,ACPP,KIAA0040
CR1,AP003419.16,TAOK2,FKBP3,DNAJC2,ARIH2OS,NEIL1,C14orf80,AAGAB,PRKCB
MUM1,REPS2,USP38,MGA,ECHS1,PTCRA,EWSR1,JARID2,NPHP3,DEXI
KDM3B,C3orf38,AC147651.3,CTNNB1,TCEAL4,MVD,RBM25,ATPAF1,KIAA0101,GBP1
ABCB1,RBM7,SLA,HIST1H2BD,MLLT11,UCK1,RNF181,ERI3,UBA5,PIGU
MVB12A,DNTTIP1,GYG1,SIN3A,EHMT2,ALKBH4,MANBA,SARS,FAM96A,C9orf69
RAB8B,ING5,MYO1E,CBX5,PGM2L1,NFIC,LYPLA1,IFIT2,ANAPC13,UQCC1
BAG4,ARGLU1,BNIP2,JARID2,LYRM2,NDUFA10,GTF2B,BANP,RP11-139H15.1,FN3KRP
PWP1,UBLCP1,ACRBP,OAT,IL27RA,ZNF333,NFKBIL1,GOLGB1,NKTR,MAP3K8
GNPAT,CLYBL,USP19,USP7,SLC19A1,GIT2,SPSB2,CISD1,RP11-430B1.2,GIT2
RP13-270P17.3,RBM39,FAM210B,DAGLB,RBM39,AAR2,POLR2K,CTC-444N24.11,USP8,CTSW
CRIP3,WTAP,ZNF397,PTGDR2,DDX56,PIGU,N4BP2L1,SELPLG,SPTSSB,RASGRP4
TTC14,N4BP2L1,ATP6V1D,SPIRE2,SAMSN1,MYO1E,ERCC6L2,DOHH,ZMAT3,CEPT1
ZNF330,TMEM14B,RFXANK,IL4I1,EIF2S1,PRKAR2B,GBP1,EMB,TMEM62,ATP6V0E1
CEP68,ZFAND4,GNG11,RMND5A,RABL6,FCGR1A,MBNL1-AS1,ISCA2,RP11-145M9.4,PTPRN2
DERL1,RMND5A,AC004257.3,MTIF2,CASC7,HVCN1,RABL2B,NR2C1,MGA,PITPNM1
STAU1,ZNF397,MAP3K7,NME6,DNAJC27,DNASE1L3,FMO4,DTX3,RPUSD2,NEMF
CEP164,ZNF628,TPM2,MDS2,CLEC10A,PLCL1,MPV17,NIT2,HMG20A,SMIM7
ST3GAL2,C1orf50,RP11-960L18.1,TMEM9B,RP11-145M9.4,WBP2NL,ZNF404,THEM4,GOLGB1,PGM1
COMMD4,PPA2,ORC2,PITHD1,OSBPL1A,SPATA7,ACTL6A,BBX,IL16,AKAP8
CTD-2015H6.3,MDP1,CDK16,KLC4,DLEU7,CLEC4C,AF213884.2,NOG,WHAMM,RBPJ
RP11-219B17.1,SAMSN1,RWDD4,C16orf58,RP11-211G3.2,RPH3A,TAF10,RIOK1,C16orf54,RFXANK
AP4B1-AS1,SPEN,DNASE1L3,ACP1,PBLD,GADD45B,ATF7IP2,EIF2S1,ABHD5,KRBOX4
CD274,BMPR2,NOC4L,SND1,PKIG,TSC22D1,DHX9,GNS,ELP6,FAAH
SHPK-1,TSPAN15,RP1-315G1.3,CHMP4A,ARHGAP19,RABL6,RP11-727F15.9,PCNA,RABEP2,VPS25
RP11-1000B6.3,FAM173A,C1orf198,ISOC2,RP11-960L18.1,INIP,SLC4A7,TADA2A,USP19,IL16
RP11-527L4.5,TMEM165,RP11-385F7.1,ARL16,HIST1H2BJ,DNAJC2,GUSB,JUND,C16orf52,CLEC10A
SMARCD1,PYGO2,CLEC4C,MINA,TRAPPC12-AS1,ANTXR2,PAXIP1-AS1,RP11-164H13.1,COQ7,MRPL1
C9orf142,NDUFS1,THBS1,DDT,RP11-164H13.1,WDR55,RFXANK,SRP9,NPRL2,AKR1C3
ALOX12,TCTA,RFPL2,GINM1,SERPINE2,ATXN1L,ANKRD54,UBXN4,DEXI,HLA-DQA1
C14orf80,KIAA0040,FAXDC2,RABL6,GTPBP2,TPM4,BAG5,EXOSC8,C3orf18,ZBED5-AS1
C1orf86,TADA2A,EML6,MBNL1-AS1,RP11-324I22.4,RP11-349A22.5,SLC6A6,MYO9B,CISH,PPP1R8
TRMT61A,NR3C1,WBP2NL,STX16,TAL1,TAPBP,PGM2L1,PTAFR,CCDC66,PPP1R14A
THAP2,RP11-706O15.1,PCGF1,CSNK1A1,KIAA0101,SMDT1,GGA3,CDK16,ZNF263,SPEN
LTV1,UBE3A,VMAC,RPL7L1,RPS6KL1,DLST,CTB-113I20.2,DPH6,PROK2,ABI2
CECR5,MRPS12,CAMK2G,CRELD2,RP4-781K5.2,ZNF350,ISOC1,NUDT5,TARSL2,CIDEB
LIMD2,PHF5A,DNAJA1,CLPX,RP11-219B17.1,GTPBP6,FZD3,NOP58,CD96,PPP6C
YIPF3,CPQ,PF4,PTGES2,PAX5,SCFD1,ATPAF1,PPP2CA,ARRDC4,NXT2
FBXO25,RP11-473I1.5,NAPA-AS1,TREX1,AC005082.12,CLDN5,ZNF75A,RASGRP4,PLCB2,MINA
INVS,DEF6,USP8,DDX56,ELANE,GTF2B,RP11-554J4.1,ADAM10,DPH6,U2SURP
USP33,KIFC3,SYCE1,EIF2B1,PTGS1,TMEM251,SAMSN1,BACH1,ARHGAP11A,DMAP1
ZFX,DCAF5,FAM63B,XPNPEP1,AC147651.3,C3orf38,PPP2R1B,MIS18A,RP11-488C13.5,MYADM
SNW1,GBP4,RAB2A,RDH14,MYO1E,GIMAP4,C9orf69,PCGF1,RPS6KL1,NFATC1
TRUB2,GTF3A,RCE1,DENND1C,ZNF594,TDG,RP3-325F22.5,RP11-102N12.3,ANAPC4,SHOC2
SAMD4B,ABHD12,RNF26,CYB5B,LYPD2,FBXL14,METTL3,HPRT1,PGM2,RAB34
USP8,STT3A,NDUFB8-1,OXLD1,IL6,MBNL1-AS1,GMPR2,SMC2,LIN52,RNF26
GID8,UBXN1,ACADVL,TRIP12,C3orf18,TMEM14C,ABRACL,EXOC6,SMIM14,CNIH4
SMYD4,MRPL21,ADD1,RAD23A,SMPDL3A,GARS,COQ7,ADAP2,PCNX,IRAK4
CARS,ESAM,C16orf74,COMMD8,CTD-2006K23.1,AP001189.4,TMTC2,RP11-111M22.3,ATP10D,ZNF467
FN3KRP,C1orf35,ISCA2,CLIP1,ACPP,QSOX1,EBNA1BP2,ZNF559,OCIAD1,PHKG2
GGA2,DNAJC10,SYVN1,EBNA1BP2,TTC8,AC004257.3,IL16,PGM1,EIF2S1,SMYD4
UCK1,ZNF493,CYTH2,RNF113A,ENKUR,S100P,USP19,AHSA1,CTD-2302E22.4,MUM1
RPL7L1,NOL7,TBCB,RPUSD2,LINC00494,MCF2L,ZBTB41,TOR1A,HOPX,RP11-349A22.5
PEX16,ARRDC4,SNRNP35,ZNF688,PDIA5,ZNF841,TAOK3,AP003733.1,IL8,CD82
DUS3L,CXXC1,DDX17,MRPL43,IDO1,MRPS33,RP11-5C23.1,USP36,NEMF,CORO1C
NBR1,STAMBP,CTC-444N24.11,PRELID2,YES1,MLLT11,TRAPPC12-AS1,ZNF626,CXCL2,GFER
YWHAG,PDIK1L,USP30,ARG2,FLJ27365,AHSA1,TNFRSF4,RCHY1,FBXO33,XPOT
SLC25A14,PRPF31,CAMK1D,AF213884.2,TBXA2R,ELP5,C3orf38,UIMC1,PPP2R3C,RNF14
SPIN1,ZNF836,CNIH4,SLC25A14,SH3BGRL2,SMCHD1,FAM127A,NFU1,RCHY1,TMED4
ATXN10,EMB,CDC37,ZFX,TREML2,TFAM,TSSC1,MARCH6,RP11-950C14.3,TMEM242
FMO4,EGFL7,ATXN1L,WDR91,TEX2,SNRNP35,REXO2,SNHG7,FGFBP2,HVCN1
VIPR1,RP11-398C13.6,LMF2,GLB1,RSPH9,RP11-792A8.4,TNFSF12,COMMD8,KLHL24,NCR3
RP11-138A9.2,DISP1,OXLD1,SAMM50,FCAR,MAEA,SMCHD1,ECSIT,SNW1,PAXIP1-AS1
PITPNM1,GBP1,SETD1B,NUPL2,PLA2G7,XPNPEP1,NAP1L4,FAM32A,SENP2,SAMD4B
PLEKHB2,TTC1,THUMPD3,ANAPC4,SERPINF1,USP20,CARS,BRWD1,C14orf80,ADAM28
SLC25A12,TM7SF3,ATG16L1,BAZ2A,ZNF587B,GOLGB1,KRBOX4,RP11-488C13.5,RPL39L,MAEA
ACD,EIF2S1,LYPLA1,SURF6,RP11-87C12.2,SDAD1,CSRP1,P2RX5,PLD4,SYVN1
RCE1,MESDC2,MRVI1-AS1,ZMAT3,FAM212A,PPP2CA,GFER,IFI27,RP11-211G3.2,C10orf32
NDUFC2,CEPT1,PHF5A,CLSTN3,ARRDC4,MED7,BAG4,LITAF,IL1RAP,AAR2
PPIE,ABHD13,ATXN3,GGNBP2,CR1,C9orf3,IQCH-AS1,RP11-473I1.5,PCYT1A,MID1IP1
ORMDL2,ASXL2,WNK1,BEX4,SAMD14,CASC3,ARGLU1,TM7SF3,PIGX,KIF3A
ZNF682,CEP120,VPS13C,C5orf56,PTGDR2,ENTPD3-AS1,ZFX,ARPP19,TNFAIP2,GNPTAB
IL4I1,SRP9,DNAJC15,OBSCN,ARHGAP6,PGRMC2,HDAC5,NUP54,ZNF718,PRPF8
SMIM12,ADAM10,ZNF841,ABI2,ARHGAP11A,SIAH2,C16orf58,NT5C3A,RP11-164H13.1,USP7
NOC4L,VPS26B,TCL1B,ORC2,MACROD2,TMEM102,DEDD,SAMSN1,PDE6B,MALT1
ELP5,PTPRN2,AP003419.16,OSBPL1A,LRRIQ3,ANKRD27,NCOA4,CARHSP1,ZFYVE28,DUS3L
SPRY1,ANAPC13,ACVR2A,NDUFAF4,RP5-894A10.2,MRVI1-AS1,VAMP5,PEX16,STX18,MYCBP2
RHEBL1,SNX14,7SK-2,SLC20A2,EID2,ISG20L2,CEP120,ABHD5,S100P,ZBP1
DOK2,LMF2,SH3BGRL2,GTF3A,DHX34,FBXO4,SCAI,MGMT,TTC8,RBCK1
PCYT1A,CLPX,THAP2,METTL3,WBP2NL,DNAJB14,CTNNB1,MRPL1,CEP128,PKIG
SNX17,MTIF2,SLC20A2,TMEM102,ZNF256,IRF9,ANAPC4,LINC01003,TAOK2,STK32C
TAOK2,COMMD8,TMBIM4-1,ISCA2,LGALSL,HEXIM2,RP11-532F6.3,N4BP2L1,ST20,SH3KBP1
OAS3,AC113189.5,TAF12,AGA,SYTL4,STK38,PICALM,ISG20L2,IRF8,JAGN1
NCOA4,PGRMC2,RFC2,CTB-113I20.2,AL928768.3,RUNDC1,CLNS1A,KCNQ1OT1,SERPINF1,MKLN1
RBM3,KPNA1,SPEN,FZD3,CTB-113I20.2,DISP1,CKS1B,UBXN1,CYB5B,RBBP6
MGMT,TCEAL8,ACOT13,SAMD1,CLDN5,SLC25A12,LTB4R,IDI1,ATXN1L,NDUFA10
RP5-821D11.7,ORAI1,PPIL2,MTERFD1,CCL2,LRRIQ3,IQCE,DOK2,NDUFA10,HELQ
